Title;Image;Description;Genre;Duration;Date
Man Alive - Hyde Park;https://ichef.bbci.co.uk/images/ic/1200x675/p01hgs9t.jpg;John Pitman reports on a day in the life of Hyde Park. (1971);documentaries;50 mins;15 Dec 1971
Three Swings on a Pendulum;https://ichef.bbci.co.uk/images/ic/1200x675/p01hh8y2.jpg;Investigating the so-called 'swinging London' of the 1960s. (1967);documentaries;47 mins;8 Jun 1967
Just Another Day - Series 2: The Tower of London;https://ichef.bbci.co.uk/images/ic/1200x675/p01hgsfw.jpg;John Pitman presents a profile of a day in the Tower of London. (1985);documentaries;30 mins;29 Mar 1985
Special Enquiry - Series 5: 1. A Girl Comes to London;https://ichef.bbci.co.uk/images/ic/1200x675/p01hgs7x.jpg;A report on the growing trend of girls from the provinces moving to London. (1956);documentaries;30 mins;24 Oct 1956
Inside Story - Fish Tales;https://ichef.bbci.co.uk/images/ic/1200x675/p01hgs81.jpg;Programme following the lively personalities at London's Billingsgate fish market. (1999);documentaries;49 mins;20 Jan 1999
The Debate Continues;https://ichef.bbci.co.uk/images/ic/1200x675/p01hgs3j.jpg;Documentary on the rebuilding of the House of Commons after World War II.;documentaries;29 mins;28 Oct 1950
First-Year Flashbacks;https://ichef.bbci.co.uk/images/ic/1200x675/p01hhc41.jpg;Highlights of films shown on BBC Television since it reopened in June 1946.;documentaries;51 mins;31 Dec 1946
Cities of Europe - London: We Live by the River;https://ichef.bbci.co.uk/images/ic/1200x675/p01hh8xr.jpg;A film journey across London seen through the eyes of two boys. (1955);documentaries;25 mins;7 Aug 1955
How They Dug the Victoria Line;https://ichef.bbci.co.uk/images/ic/1200x675/p01hgs8r.jpg;The inside story of the construction of the London Underground's Victoria Line. (1969);documentaries;39 mins;3 Mar 1969
A City Crowned with Green;https://ichef.bbci.co.uk/images/ic/1200x675/p01hhrgb.jpg;How London has grown in size and spread into the surrounding country. (1964);documentaries;29 mins;12 Jun 1964
Ours to Keep - Incomers;https://ichef.bbci.co.uk/images/ic/1200x675/p01hh4d1.jpg;Following the restoration of decaying Georgian houses in Spitalfields, East London. (1985);documentaries;39 mins;7 Mar 1985
One Pair of Eyes - Georgia Brown: Who Are the Cockneys Now?;https://ichef.bbci.co.uk/images/ic/1200x675/p01hhbxx.jpg;Singer and actress Georgia Brown revisits her old home in Whitechapel, East London. (1968);documentaries;42 mins;17 Aug 1968
Rick Stein's Seafood Odyssey - Episode 8;https://ichef.bbci.co.uk/images/ic/1200x675/p05rggl2.jpg;Rick's seafood odyssey ends with fish and chips in Whitby. (1999);documentaries;29 mins;8:30pm 23 Feb 1999
Michael Palin's Hemingway Adventure - Episode 4;https://ichef.bbci.co.uk/images/ic/1200x675/p07nxc8x.jpg;Michael Palin goes to Cuba and samples the places and drinks that Hemingway loved.;documentaries;47 mins;9pm 7 Nov 1999
Full Circle with Michael Palin - 10. Mexico, USA, Canada and Alaska;https://ichef.bbci.co.uk/images/ic/1200x675/p08tm005.jpg;Michael Palin travels from Mexico City to the Diomede Islands where his trek began.;documentaries;49 mins;9 Nov 1997
The People of Paradise - 5. Canoes and Coconut Crabs;https://ichef.bbci.co.uk/images/ic/1200x675/p01hz72t.jpg;David Attenborough retraces his search to find the rare Fijian double canoe. (1960);documentaries;30 mins;8:55pm 19 May 1960
The Miracle of Bali - 3. Recital of Music;https://ichef.bbci.co.uk/images/ic/1200x675/p01hz7gp.jpg;A recital of music and dancing from the Balinese village of Peliatan. (1969);documentaries;37 mins;8:15pm 22 Jun 1969
The Train Now Departing - 6. The Survivors;https://ichef.bbci.co.uk/images/ic/1200x675/p012754q.jpg;Preservation societies strive to keep steam train services running for visitors. (1988);documentaries;30 mins;20 Dec 1988
4472 - Flying Scotsman;https://ichef.bbci.co.uk/images/ic/1200x675/p01290xp.jpg;Travel from London’s King’s Cross to Edinburgh on the 'Flying Scotsman'. (1968);documentaries;40 mins;11 Aug 1968
Steam Days - 6. A Tale of Two Scotsmen;https://ichef.bbci.co.uk/images/ic/1200x675/p012757m.jpg;Miles Kington tries to find out why the name 'Flying Scotsman' is so revered. (1986);documentaries;30 mins;12 Aug 1986
The Rainhill Story: Stephenson's Rocket;https://ichef.bbci.co.uk/images/ic/1200x675/p01290x1.jpg;A look at the 1829 competition to find the best steam locomotive in Britain. (1979);documentaries;49 mins;30 Nov 1979
The World About Us - The Romance of Indian Railways;https://ichef.bbci.co.uk/images/ic/1200x675/p01274xd.jpg;Celebrating 150 years of rail transportation with a look at India's rail network. (1975);documentaries;50 mins;4 May 1975
With a Fine Feeling for Steam;https://ichef.bbci.co.uk/images/ic/1200x675/p012hph0.jpg;A look at the private steam railway network, the Strathspey Railway. (1977);documentaries;25 mins;5 May 1977
Barbara Hepworth;https://ichef.bbci.co.uk/images/ic/1200x675/p025lz2c.jpg;A look at how Cornish landscapes have influenced sculptor Barbara Hepworth's work. (1961);documentaries;29 mins;17 Sep 1961
Eye To Eye - Now We Are Married;https://ichef.bbci.co.uk/images/ic/1200x675/p06b6fmc.jpg;Light-hearted documentary about married life. (1958);documentaries;29 mins;9pm 11 Apr 1958
On Call to a Nation;https://ichef.bbci.co.uk/images/ic/1200x675/p01jydld.jpg;A programme about doctors, and the NHS as they see it - ten years after it started. (1958);documentaries;72 mins;8:45pm 22 Oct 1958
Chronicle - The Ape Man That Never Was;https://ichef.bbci.co.uk/images/ic/1200x675/p01jykx1.jpg;The story of the faked jaw and skull found in Sussex some 70 years ago. (1973);documentaries;49 mins;7 May 1973
A Very British Murder with Lucy Worsley - 3. The Golden Age;https://ichef.bbci.co.uk/images/ic/1200x675/p01k0sxh.jpg;Lucy explores the Edwardian era and the golden age of detective fiction between the wars.;documentaries;59 mins;9pm 7 Oct 2013
Architecture at the Crossroads - 8. Houses Fit for People;https://ichef.bbci.co.uk/images/ic/1200x675/p01s4b5l.jpg;Where did post-war public housing go wrong? (1986);documentaries;40 mins;2 Mar 1986
Where We Live Now - 3. New Town, Home Town;https://ichef.bbci.co.uk/images/ic/1200x675/p01s49vz.jpg;Colin Ward sets out to discover the truth about Britain's New Towns. (1979);documentaries;58 mins;21 Feb 1979
Building Sights - Series 4: 6. Alton Estate;https://ichef.bbci.co.uk/images/ic/1200x675/p01rswlb.jpg;Sir Richard Rogers praises the Alton Housing Estate in Roehampton, south London. (1996);documentaries;9 mins;24 Aug 1997
Nairn Across Britain - 3. From Leeds into Scotland;https://ichef.bbci.co.uk/images/ic/1200x675/p01rrp3h.jpg;Ian Nairn travels by rail to Scotland to complete his series of journeys. (1972);documentaries;29 mins;28 Sep 1972
A Passion For Churches;https://ichef.bbci.co.uk/images/ic/1200x675/p022kvf9.jpg;John Betjeman visits various churches in the Diocese of Norwich. (1974);documentaries;50 mins;7 Dec 1974
Attenborough's Paradise Birds;https://ichef.bbci.co.uk/images/ic/1200x675/p02gl2d7.jpg;Documentary tracing David Attenborough's lifelong passion for birds of paradise.;documentaries;59 mins;8pm 29 Jan 2015
The Works - Series 3: Cutting Up Rough;https://ichef.bbci.co.uk/images/ic/1200x675/p026g9g7.jpg;The Works follows Alexander McQueen at London Fashion Week. (1997);documentaries;29 mins;20 Jul 1997
The Slate - King Of The Cobweb - Julien Macdonald;https://ichef.bbci.co.uk/images/ic/1200x675/p026txx9.jpg;Julien Macdonald's 1997 London Fashion Week collection. (1998);documentaries;29 mins;28 Jan 1998
Human Universe - 5. What Is Our Future?;https://ichef.bbci.co.uk/images/ic/1200x675/p029n9xb.jpg;Professor Brian Cox concludes his exploration of our place in the universe.;documentaries;58 mins;4 Nov 2014
The Bronte Business;https://ichef.bbci.co.uk/images/ic/1200x675/p028shsc.jpg;Joan Bakewell visits Haworth in Yorkshire, home of the Brontes. (1977);documentaries;25 mins;4 Sep 1977
Bitter Lake;https://ichef.bbci.co.uk/images/ic/1200x675/p02h7n5x.jpg;Adam Curtis’s epic story of how Britain, America and Russia got lost in Afghanistan.;documentaries;137 mins;25 Jan 2015
Caribbean with Simon Reeve - Episode 3;https://ichef.bbci.co.uk/images/ic/1200x675/p02lbl1j.jpg;Simon Reeve travels from Nicaragua across Honduras and finishes his journey in Jamaica.;documentaries;59 mins;5 Apr 2015
Best Of British - Barbara Windsor;https://ichef.bbci.co.uk/images/ic/1200x675/p091443z.jpg;Barbara Windsor recalls her rise to stardom in musicals and the Carry On films. (1998);documentaries;39 mins;4 Nov 1998
Beardsley and his Work;https://ichef.bbci.co.uk/images/ic/1200x675/p02tgncm.jpg;Aubrey Beardsley's drawings still retain their power to amuse and to shock. (1982);documentaries;50 mins;19 Jan 1982
Francis Bacon: Fragments Of A Portrait;https://ichef.bbci.co.uk/images/ic/1200x675/p02tk9gm.jpg;A film study of Francis Bacon's paintings, which have been called sick and corrupt. (1966);documentaries;44 mins;18 Sep 1966
Monitor - Joe Tilson;https://ichef.bbci.co.uk/images/ic/1200x675/p03027n7.jpg;Monitor meets artist Joe Tilson, who gains inspiration from the modern world. (1964);documentaries;14 mins;1 Dec 1964
Omnibus - Patricia Cornwell: Stalking the Ripper;https://ichef.bbci.co.uk/images/ic/1200x675/p032vfsn.jpg;Author Patricia Cornwell is convinced she knows Jack the Ripper's true identity. (2002);documentaries;58 mins;30 Oct 2002
The Blue Planet - Making Waves;https://ichef.bbci.co.uk/images/ic/1200x675/p07jv3gy.jpg;A diary of the titanic effort behind the filming of Blue Planet.;documentaries;49 mins;11 Nov 2001
Attenborough and the Giant Dinosaur;https://ichef.bbci.co.uk/images/ic/1200x675/p03dwxl6.jpg;The story of the discovery in Argentina of the largest animal to ever walk the earth.;documentaries;58 mins;24 Jan 2016
Greece with Simon Reeve - Episode 2;https://ichef.bbci.co.uk/images/ic/1200x675/p03gmp16.jpg;Simon travels from the Peloponnese peninsula to the mountainous north.;documentaries;59 mins;14 Feb 2016
The Curious House Guest - Series 1: 6. Bryngwyn;https://ichef.bbci.co.uk/images/ic/1200x675/p04qqpgk.jpg;Flower-arranging and a stint in the kitchen garden are on the agenda at Bryngwyn.;documentaries;29 mins;11 Feb 2005
Great Railway Journeys - Series 2: 6. Mark Tully: Karachi To The Khyber;https://ichef.bbci.co.uk/images/ic/1200x675/p07q4lhr.jpg;Mark Tully travels on the first train for a decade to go through the Khyber Pass.;documentaries;55 mins;9:30pm 17 Feb 1994
Bodyhack: Metal Gear Man;https://ichef.bbci.co.uk/images/ic/1200x675/p03tq11q.jpg;James Young lost an arm and leg in a train accident and is now becoming part cyborg.;documentaries;31 mins;18 May 2016
NYPD: Biggest Gang in New York?;https://ichef.bbci.co.uk/images/ic/1200x675/p08gk95n.jpg;Documentary examining police brutality in the USA, focusing on its largest force, the NYPD;documentaries;43 mins;17 Jul 2016
The Friday Documentary - The Mini Is 30;https://ichef.bbci.co.uk/images/ic/1200x675/p0423zv8.jpg;Documentary from 1989. The world's most famous small car celebrates its 30th birthday.;documentaries;30 mins;5pm 23 Aug 1989
Obesity: The Post Mortem;https://ichef.bbci.co.uk/images/ic/1200x675/p0479ztt.jpg;A specialist pathology team conducts a post-mortem on the body of a 17-stone woman.;documentaries;55 mins;13 Sep 2016
Open Space - Bad Meaning Good;https://ichef.bbci.co.uk/images/ic/1200x675/p048j35n.jpg;Tim Westwood's 1987 film showcases young rappers, DJs and graffiti artists in London.;documentaries;31 mins;7:30pm 5 Aug 1987
Reggie Yates: Life and Death in Chicago;https://ichef.bbci.co.uk/images/ic/1200x675/p049f1rd.jpg;Reggie travels to Chicago to investigate gun crime in President Obama's adopted hometown.;documentaries;49 mins;4 Oct 2016
HyperNormalisation;https://ichef.bbci.co.uk/images/ic/1200x675/p04c0tsb.jpg;Welcome to the post-truth world. You know it’s not real. But you accept it as normal.;documentaries;167 mins;16 Oct 2016
Segregated America: A School in the South - 6. Walk Across that Stage;https://ichef.bbci.co.uk/images/ic/1200x675/p04fzqz0.jpg;As the school year ends, the class of 2016 walk across the stage and into their new lives.;documentaries;50 mins;22 Nov 2016
A.Dot's Story of Grime;https://ichef.bbci.co.uk/images/ic/1200x675/p04g9w5n.jpg;1Xtra’s A.Dot gets under the skin of the grime scene and sets up the ultimate Clash.;documentaries;37 mins;24 Nov 2016
Special Forces - Ultimate Hell Week - Series 2: 6. SASR - Australia;https://ichef.bbci.co.uk/images/ic/1200x675/p04v9mns.jpg;The last recruits face a former member of the Australian Special Air Service Regiment.;documentaries;59 mins;5 Mar 2017
Double Mastectomy Twins;https://ichef.bbci.co.uk/images/ic/1200x675/p07jzpgk.jpg;Following twins who, predisposed to breast cancer, have opted for a double mastectomy.;documentaries;27 mins;6 Feb 2017
How Police Missed the Grindr Killer;https://ichef.bbci.co.uk/images/ic/1200x675/p0bbbz39.jpg;Documentary examining the police investigation into serial killer Stephen Port.;documentaries;46 mins;16 Feb 2017
Kicked Out: From Care to Chaos;https://ichef.bbci.co.uk/images/ic/1200x675/p09mtm7t.jpg;Becky Southworth finds out why many children leaving care end up leading troubled lives.;documentaries;40 mins;6 Apr 2017
Teenage Knife Wars;https://ichef.bbci.co.uk/images/ic/1200x675/p04y5j1x.jpg;Jermaine Jenas visits Nottingham to investigate a spike in knife crime.;documentaries;29 mins;3 Apr 2017
I Shot My Parents;https://ichef.bbci.co.uk/images/ic/1200x675/p09lwlrn.jpg;Documentary looking at the case of a 14-year-old boy who tried to kill his parents.;documentaries;59 mins;11 Apr 2017
The Rapper Who Chopped His Penis Off;https://ichef.bbci.co.uk/images/ic/1200x675/p04zzxy4.jpg;Wu-Tang Clan-affiliated rapper Christ Bearer’s drug-induced mental health crisis.;documentaries;18 mins;27 Apr 2017
Queer Britain - Series 1: 6. Queer and Proud;https://ichef.bbci.co.uk/images/ic/1200x675/p0559x82.jpg;A once pejorative label, what does it mean to be queer in Britain in 2017?;documentaries;33 mins;11 Jun 2017
Waiting For Work;https://ichef.bbci.co.uk/images/ic/1200x675/p0563bns.jpg;Jack Ashley's film showed the suffering caused by high unemployment in Hartlepool. (1963);documentaries;43 mins;12 Feb 1963
Leo: Becoming a Trans Man;https://ichef.bbci.co.uk/images/ic/1200x675/p055s4kt.jpg;Teenager Leo makes the irreversible decision to become a trans man.;documentaries;24 mins;19 Jun 2017
The Colony;https://ichef.bbci.co.uk/images/ic/1200x675/p0563bck.jpg;Documentary about West Indian immigrants now living in Birmingham. (1964);documentaries;57 mins;16 Jun 1964
Tuesday Documentary - Who Killed the Lindbergh Baby?;https://ichef.bbci.co.uk/images/ic/1200x675/p05bhkfg.jpg;One of the most controversial crime mysteries of the 20th Century. (1982);documentaries;61 mins;12 Oct 1982
One Deadly Weekend in America;https://ichef.bbci.co.uk/images/ic/1200x675/p059193p.jpg;Documentary telling the stories of young lives devastated by gun crime in the USA.;documentaries;84 mins;9 Jul 2017
Olly Alexander: Growing up Gay;https://ichef.bbci.co.uk/images/ic/1200x675/p07k32s8.jpg;Olly Alexander explores the mental health issues faced by members of the LGBT+ community.;documentaries;60 mins;18 Jul 2017
World's Busiest Cities - Series 1: 4. Delhi;https://ichef.bbci.co.uk/images/ic/1200x675/p05d9sj2.jpg;In Delhi, Anita Rani discovers how this growing city feeds itself.;documentaries;59 mins;8pm 20 Sep 2017
Drugs Map of Britain - 9. Fentanyl: Deadlier Than Heroin;https://ichef.bbci.co.uk/images/ic/1200x675/p05g28f8.jpg;Fentanyl is on the rise, this episode explores the effect this drug has had in Hull.;documentaries;25 mins;17 Sep 2017
Diabulimia: The World's Most Dangerous Eating Disorder;https://ichef.bbci.co.uk/images/ic/1200x675/p05gm5qp.jpg;Following three young people who have type 1 diabetes and misuse insulin to lose weight.;documentaries;29 mins;24 Sep 2017
The Gap Year Paedophile;https://ichef.bbci.co.uk/images/ic/1200x675/p05glxks.jpg;Reporter Bronagh Munro investigates the case of Richard Huckle.;documentaries;62 mins;25 Sep 2017
The Insider: Reggie Yates - Series 2: 3. US Prison Guard;https://ichef.bbci.co.uk/images/ic/1200x675/p05gv2fn.jpg;Reggie Yates spends time working as a guard at Guilford County Jail in North Carolina.;documentaries;55 mins;27 Sep 2017
Britain's Teenage Drug Runners;https://ichef.bbci.co.uk/images/ic/1200x675/p05j4dwq.jpg;The urban gangs expanding their drug operations into the countryside and seaside towns.;documentaries;47 mins;8 Mar 2019
Sex, Drugs & Murder - Life in the Red Light Zone: 13. And The Beat Goes On;https://ichef.bbci.co.uk/images/ic/1200x675/p05j4ch7.jpg;The last episode in the series following the lives of sex workers in Holbeck, Leeds.;documentaries;16 mins;8 Oct 2017
Generation Screwed?;https://ichef.bbci.co.uk/images/ic/1200x675/p05lq3l1.jpg;George Lamb meets young people who have been left out of the mainstream media debate.;documentaries;38 mins;29 Oct 2017
The Teens Taking On Deliveroo;https://ichef.bbci.co.uk/images/ic/1200x675/p05jtt9m.jpg;Two teens challenge the practices of one of the biggest takeaway delivery companies.;documentaries;22 mins;15 Oct 2017
